post_id,platform,post_date,content_type,category,likes,comments,shares,views,reach,hashtags_count,total_engagement,engagement_rate,post_month,post_day
509,Twitter,2025-11-27,Reel,Fashion,1340,59,101,26832,20363,6,1500,7.366301625497225,November,Thursday
510,Facebook,2025-10-10,Reel,Technology,5299,151,222,87242,72721,3,5672,7.799672721772252,October,Friday
511,Facebook,2025-05-20,Reel,Food,241,36,15,14682,10283,5,292,2.8396382378683263,May,Tuesday
512,Instagram,2025-04-07,Reel,Fitness,6359,147,398,93298,75800,9,6904,9.108179419525065,April,Monday
513,Twitter,2025-01-05,Text,Travel,596,76,35,24383,21202,13,707,3.3345910763135556,January,Sunday
514,Twitter,2025-02-26,Image,Technology,2818,190,190,59160,44384,10,3198,7.2052992069214135,February,Wednesday
515,Instagram,2025-11-30,Image,Technology,2850,368,95,94332,57851,6,3313,5.726780868092168,November,Sunday
516,Instagram,2025-03-10,Image,Fashion,1184,109,20,24666,15886,12,1313,8.265139116202946,March,Monday
517,Instagram,2025-04-28,Reel,Fashion,1235,169,25,59817,37058,9,1429,3.8561174375303575,April,Monday
518,Twitter,2025-02-28,Text,Technology,5231,734,158,92198,58674,12,6123,10.435627364761222,February,Friday
519,Twitter,2025-02-02,Image,Food,2330,49,128,35642,23425,8,2507,10.702241195304161,February,Sunday
520,Instagram,2025-11-14,Text,Travel,1158,34,99,42830,31878,3,1291,4.049814919380137,November,Friday
521,Facebook,2025-02-19,Image,Fashion,258,13,18,11234,8490,15,289,3.4040047114252063,February,Wednesday
522,Instagram,2025-01-19,Text,Food,1416,151,114,58616,40988,9,1681,4.101200351322339,January,Sunday
523,Twitter,2025-08-02,Video,Fitness,842,114,35,10221,7823,2,991,12.66777451105714,August,Saturday
524,Twitter,2025-07-16,Image,Fashion,522,41,24,12410,7179,7,587,8.176626271068393,July,Wednesday
525,Twitter,2025-02-16,Video,Food,3140,310,142,81055,47070,14,3592,7.6311875929466755,February,Sunday
526,Facebook,2025-06-16,Image,Food,1167,51,31,62413,38080,0,1249,3.279936974789916,June,Monday
527,Instagram,2025-10-16,Image,Travel,127,15,1,2051,1499,8,143,9.539693128752502,October,Thursday
528,Instagram,2025-05-21,Video,Travel,5092,742,321,76301,47680,12,6155,12.908976510067113,May,Wednesday
529,Instagram,2025-03-25,Reel,Fitness,5200,285,514,77918,50580,0,5999,11.860419137999209,March,Tuesday
530,Twitter,2025-07-01,Video,Food,4510,380,112,79116,54598,1,5002,9.16150774753654,July,Tuesday
531,Twitter,2025-03-20,Video,Entertainment,1321,41,18,57563,48016,12,1380,2.874041986004665,March,Thursday
532,Twitter,2025-08-03,Reel,Food,1713,158,137,98859,54852,7,2008,3.660759862903814,August,Sunday
533,Twitter,2025-01-14,Reel,Travel,886,75,29,45757,35566,8,990,2.783557330034302,January,Tuesday
534,Facebook,2025-08-03,Image,Entertainment,2814,109,238,78475,61532,6,3161,5.137164402262238,August,Sunday
535,Twitter,2025-05-08,Video,Fashion,1455,112,106,52257,43348,15,1673,3.8594629510011997,May,Thursday
536,Twitter,2025-11-06,Image,Fashion,3890,246,369,96500,84578,2,4505,5.32644422899572,November,Thursday
537,Twitter,2025-09-05,Image,Technology,42,3,1,1307,728,6,46,6.318681318681318,September,Friday
538,Instagram,2025-01-29,Reel,Travel,3995,384,277,57889,34954,5,4656,13.320363906849,January,Wednesday
539,Facebook,2025-10-07,Image,Technology,4871,102,252,69895,60120,1,5225,8.690951430472388,October,Tuesday
540,Instagram,2025-12-04,Video,Entertainment,7072,841,472,96184,68336,2,8385,12.270252868180755,December,Thursday
541,Twitter,2025-11-15,Reel,Travel,2514,283,126,36944,27619,10,2923,10.583294109127776,November,Saturday
542,Facebook,2025-07-21,Image,Fitness,956,64,25,39134,30605,12,1045,3.414474759026303,July,Monday
543,Instagram,2025-12-27,Reel,Food,2087,56,116,28323,22309,11,2259,10.125958133488727,December,Saturday
544,Facebook,2025-02-26,Image,Fitness,3028,357,174,72762,63747,12,3559,5.5830078278193485,February,Wednesday
545,Facebook,2025-08-06,Text,Entertainment,6654,959,551,88225,79308,9,8164,10.294043476067987,August,Wednesday
546,Instagram,2025-03-03,Video,Travel,4230,216,322,97507,78205,9,4768,6.096796879994885,March,Monday
547,Instagram,2025-06-06,Reel,Entertainment,2099,130,146,26954,17534,12,2375,13.545112353142466,June,Friday
548,Facebook,2025-07-21,Reel,Food,2227,97,44,56021,48061,11,2368,4.92707184619546,July,Monday
549,Facebook,2025-01-17,Image,Fashion,2472,234,185,90959,51594,14,2891,5.603364732333217,January,Friday
550,Twitter,2025-11-18,Reel,Fashion,6913,277,380,96927,61149,4,7570,12.37959737689905,November,Tuesday
551,Facebook,2025-01-06,Text,Entertainment,1569,104,141,80866,69875,9,1814,2.5960644007155635,January,Monday
552,Twitter,2025-02-27,Reel,Technology,4096,453,380,71427,45689,3,4929,10.78815469806737,February,Thursday
553,Facebook,2025-11-21,Reel,Travel,347,32,5,5992,3758,1,384,10.21820117083555,November,Friday
554,Facebook,2025-11-14,Text,Travel,183,12,15,2961,1771,3,210,11.857707509881422,November,Friday
555,Twitter,2025-06-18,Image,Fashion,1348,100,18,13497,11481,11,1466,12.768922567720582,June,Wednesday
556,Instagram,2025-03-23,Image,Fitness,2859,266,123,33551,24325,7,3248,13.352517985611511,March,Sunday
557,Instagram,2025-08-07,Reel,Food,1613,33,94,77384,60840,4,1740,2.8599605522682445,August,Thursday
558,Instagram,2025-06-26,Video,Fitness,3674,110,85,56755,35964,4,3869,10.757980202424648,June,Thursday
559,Twitter,2025-07-23,Reel,Fitness,983,132,75,14255,11622,12,1190,10.239201514369299,July,Wednesday
560,Facebook,2025-03-12,Text,Entertainment,384,11,4,5567,4542,11,399,8.784676354029063,March,Wednesday
561,Facebook,2025-09-23,Video,Fashion,1079,120,27,49847,32869,11,1226,3.72995831938909,September,Tuesday
562,Instagram,2025-04-08,Image,Fashion,2890,403,179,49003,33995,9,3472,10.213266656861302,April,Tuesday
563,Instagram,2025-12-11,Reel,Fashion,1576,86,117,21389,13333,2,1779,13.342833570839272,December,Thursday
564,Instagram,2025-10-18,Image,Entertainment,4513,307,417,45523,40597,12,5237,12.899967977929402,October,Saturday
565,Instagram,2025-07-27,Reel,Technology,3103,291,228,62576,48556,7,3622,7.4594282889859125,July,Sunday
566,Facebook,2025-01-02,Video,Fitness,945,127,66,44919,39398,5,1138,2.888471496015026,January,Thursday
567,Instagram,2025-05-04,Reel,Entertainment,3066,436,139,83103,54530,1,3641,6.677058499908307,May,Sunday
568,Instagram,2025-10-07,Image,Travel,368,42,3,4358,3589,1,413,11.507383672332127,October,Tuesday
569,Twitter,2025-03-15,Reel,Food,6602,206,137,89535,73244,8,6945,9.482005351974223,March,Saturday
570,Instagram,2025-06-15,Video,Technology,4048,433,235,77524,61405,12,4716,7.680156339060337,June,Sunday
571,Facebook,2025-01-22,Reel,Travel,2221,162,157,98057,87072,6,2540,2.9171260565968393,January,Wednesday
572,Twitter,2025-06-03,Image,Fitness,288,23,13,6698,4606,9,324,7.034303082935302,June,Tuesday
573,Instagram,2025-10-22,Reel,Fashion,2702,71,204,67809,40397,8,2977,7.369359110825062,October,Wednesday
574,Facebook,2025-08-07,Text,Fitness,8335,373,474,94079,73861,13,9182,12.431459092078363,August,Thursday
575,Twitter,2025-06-06,Image,Entertainment,3847,472,64,56805,45742,15,4383,9.582003410432426,June,Friday
576,Twitter,2025-08-18,Image,Food,1243,98,33,32349,24302,5,1374,5.653855649740762,August,Monday
577,Instagram,2025-01-20,Image,Entertainment,3511,207,300,77777,48407,14,4018,8.30045241390708,January,Monday
578,Twitter,2025-02-10,Reel,Technology,990,69,74,51248,37234,4,1133,3.0429177633345867,February,Monday
579,Facebook,2025-05-28,Reel,Technology,5877,770,532,76033,50126,11,7179,14.32190878984958,May,Wednesday
580,Instagram,2025-04-18,Video,Food,3888,456,80,99239,69428,0,4424,6.372068905916921,April,Friday
581,Facebook,2025-03-25,Image,Travel,2368,131,234,45041,34944,11,2733,7.821085164835165,March,Tuesday
582,Twitter,2025-11-18,Video,Travel,1483,52,42,32954,26719,5,1577,5.902166997267861,November,Tuesday
583,Facebook,2025-11-05,Reel,Technology,501,26,5,9002,5682,5,532,9.36290038718761,November,Wednesday
584,Instagram,2025-10-17,Video,Technology,4222,589,421,70783,48972,2,5232,10.683655966674834,October,Friday
585,Facebook,2025-11-19,Text,Fashion,5202,497,183,88234,56840,2,5882,10.348346235045742,November,Wednesday
586,Instagram,2025-05-14,Image,Travel,601,53,42,20738,12847,15,696,5.417607223476298,May,Wednesday
587,Instagram,2025-07-26,Reel,Food,497,48,12,11703,9645,14,557,5.775012960082945,July,Saturday
588,Instagram,2025-10-10,Video,Travel,1423,96,88,50422,43778,2,1607,3.6707935492713237,October,Friday
589,Instagram,2025-09-23,Video,Fashion,4889,610,446,84106,57156,2,5945,10.40135768773182,September,Tuesday
590,Instagram,2025-03-14,Reel,Entertainment,1226,107,47,62899,51133,6,1380,2.698844190640095,March,Friday
591,Instagram,2025-12-18,Reel,Technology,922,32,64,13392,11569,9,1018,8.799377647160515,December,Thursday
592,Facebook,2025-02-17,Text,Technology,4138,152,111,45724,38689,10,4401,11.375326320142676,February,Monday
593,Instagram,2025-11-22,Image,Fashion,2230,200,147,33299,20445,1,2577,12.60454878943507,November,Saturday
594,Instagram,2025-08-21,Image,Food,955,135,38,16641,14722,9,1128,7.66200244531993,August,Thursday
595,Twitter,2025-04-10,Reel,Technology,3620,217,105,80534,54911,12,3942,7.178889475697037,April,Thursday
596,Facebook,2025-02-28,Reel,Fitness,135,17,5,7305,4885,9,157,3.213920163766633,February,Friday
597,Facebook,2025-09-15,Image,Technology,4942,589,128,99262,56763,1,5659,9.96952240015503,September,Monday
598,Instagram,2025-03-06,Image,Fitness,1454,75,132,19782,14246,2,1661,11.659413168608733,March,Thursday
599,Instagram,2025-03-24,Image,Fashion,2072,51,94,79257,46615,9,2217,4.7559798348171185,March,Monday
600,Instagram,2025-06-03,Text,Fashion,3125,103,100,78963,50298,11,3328,6.616565270984929,June,Tuesday
601,Instagram,2025-09-23,Image,Technology,1480,169,74,21566,14253,6,1723,12.088683084262962,September,Tuesday
602,Instagram,2025-11-05,Video,Travel,6170,283,239,68766,57288,2,6692,11.681329423264906,November,Wednesday
603,Instagram,2025-03-20,Image,Fitness,285,19,21,7511,6432,6,325,5.052860696517413,March,Thursday
604,Instagram,2025-11-11,Video,Food,1337,113,130,27177,17824,8,1580,8.864452423698383,November,Tuesday
605,Instagram,2025-05-30,Image,Technology,192,21,9,5765,4903,10,222,4.5278400978992455,May,Friday
606,Facebook,2025-02-17,Video,Food,547,18,47,21354,18151,9,612,3.3717150570216514,February,Monday
607,Instagram,2025-09-05,Image,Technology,2264,164,137,24929,20382,11,2565,12.584633500147188,September,Friday
608,Instagram,2025-10-05,Reel,Travel,1829,151,44,29820,17932,14,2024,11.287084541601606,October,Sunday
609,Facebook,2025-12-22,Image,Travel,2319,209,167,30523,24162,10,2695,11.153877990232598,December,Monday
610,Facebook,2025-04-08,Video,Travel,1579,199,88,72088,63492,3,1866,2.938952938952939,April,Tuesday
611,Instagram,2025-01-25,Text,Entertainment,5530,234,379,67163,52984,6,6143,11.594066133172278,January,Saturday
612,Twitter,2025-10-11,Reel,Travel,3337,417,300,78525,52302,8,4054,7.751137623800237,October,Saturday
613,Facebook,2025-10-28,Video,Fashion,581,63,28,14780,10718,13,672,6.269826460160479,October,Tuesday
614,Instagram,2025-03-09,Video,Fashion,439,40,39,7589,5889,7,518,8.796060451689591,March,Sunday
615,Twitter,2025-01-07,Video,Entertainment,760,84,58,35812,26096,7,902,3.456468424279583,January,Tuesday
616,Twitter,2025-11-01,Reel,Fitness,5360,394,289,94664,56039,8,6043,10.783561448277093,November,Saturday
617,Instagram,2025-05-17,Text,Food,2421,91,155,46939,30943,13,2667,8.619073780822802,May,Saturday
618,Instagram,2025-06-13,Reel,Technology,1686,179,66,52493,43613,4,1931,4.427578932886983,June,Friday
619,Twitter,2025-03-24,Reel,Technology,3118,275,307,94326,80318,13,3700,4.606688413556114,March,Monday
620,Facebook,2025-05-18,Reel,Entertainment,964,99,67,41953,25090,4,1130,4.503786369071343,May,Sunday
621,Instagram,2025-03-14,Video,Fashion,1516,96,21,66785,58993,2,1633,2.768125031783432,March,Friday
622,Instagram,2025-08-25,Image,Technology,1064,146,41,20309,13507,4,1251,9.261864218553342,August,Monday
623,Instagram,2025-02-15,Reel,Fashion,4489,432,296,55195,43151,15,5217,12.090102199253783,February,Saturday
624,Facebook,2025-04-16,Text,Fitness,475,14,7,26901,21874,7,496,2.267532230044802,April,Wednesday
625,Facebook,2025-10-15,Image,Food,510,40,6,24576,20500,11,556,2.7121951219512197,October,Wednesday
626,Instagram,2025-09-19,Reel,Fitness,2213,261,111,32508,28639,4,2585,9.026153147805442,September,Friday
627,Facebook,2025-06-25,Image,Entertainment,5090,627,203,75711,49933,3,5920,11.855886888430497,June,Wednesday
628,Facebook,2025-06-15,Video,Travel,1185,99,58,26464,22507,7,1342,5.9625894166259386,June,Sunday
629,Instagram,2025-05-25,Image,Travel,2007,273,67,61281,36529,6,2347,6.425032166224096,May,Sunday
630,Instagram,2025-11-26,Video,Travel,1095,60,27,17260,13752,14,1182,8.595113438045376,November,Wednesday
631,Facebook,2025-10-10,Reel,Fitness,1399,102,100,36440,29505,13,1601,5.4261989493306215,October,Friday
632,Twitter,2025-02-23,Video,Technology,1713,234,96,96082,75636,13,2043,2.701094716801523,February,Sunday
633,Facebook,2025-06-27,Reel,Food,3443,470,96,57683,36819,5,4009,10.888400010863956,June,Friday
634,Facebook,2025-09-01,Reel,Travel,2997,327,116,42430,36301,4,3440,9.476322966309468,September,Monday
635,Instagram,2025-12-07,Text,Entertainment,142,18,8,2987,1819,13,168,9.235843870258384,December,Sunday
636,Instagram,2025-05-07,Image,Entertainment,1398,44,23,26105,14847,4,1465,9.867313261938438,May,Wednesday
637,Facebook,2025-09-28,Video,Travel,5573,738,129,79484,63675,12,6440,10.11385944248135,September,Sunday
638,Instagram,2025-05-12,Image,Travel,407,25,6,14026,10048,9,438,4.359076433121019,May,Monday
639,Instagram,2025-04-03,Text,Food,3244,140,269,69309,58717,1,3653,6.221366895447656,April,Thursday
640,Instagram,2025-03-14,Text,Travel,1047,53,81,46927,32106,12,1181,3.6784401669469884,March,Friday
641,Instagram,2025-09-05,Video,Food,1534,114,119,76414,46528,14,1767,3.7977132049518567,September,Friday
642,Instagram,2025-12-14,Reel,Entertainment,4322,227,321,58535,49330,3,4870,9.872288668153253,December,Sunday
643,Instagram,2025-09-30,Video,Travel,3452,212,242,43946,32613,7,3906,11.976819059884097,September,Tuesday
644,Instagram,2025-02-12,Reel,Fitness,4124,154,218,57561,35470,7,4496,12.675500422892586,February,Wednesday
645,Instagram,2025-02-10,Image,Fitness,755,44,51,11377,9125,10,850,9.315068493150685,February,Monday
646,Twitter,2025-06-19,Reel,Entertainment,1528,144,20,54592,39791,0,1692,4.252217838204619,June,Thursday
647,Facebook,2025-07-31,Image,Food,194,15,12,8347,6356,1,221,3.477029578351164,July,Thursday
648,Facebook,2025-06-17,Reel,Fitness,2505,163,200,34776,24736,4,2868,11.594437257438551,June,Tuesday
649,Twitter,2025-02-08,Reel,Food,312,36,17,4783,4017,8,365,9.08638287279064,February,Saturday
650,Facebook,2025-09-02,Reel,Fitness,3905,531,164,56798,47730,9,4600,9.63754452126545,September,Tuesday
651,Instagram,2025-05-31,Image,Fitness,415,49,14,5298,4229,10,478,11.302908489004492,May,Saturday
652,Facebook,2025-04-21,Video,Food,3774,238,256,71204,41788,15,4268,10.213458409112663,April,Monday
653,Facebook,2025-02-16,Image,Technology,7610,888,550,87207,73567,11,9048,12.298992754903693,February,Sunday
654,Facebook,2025-03-04,Video,Fitness,1129,44,99,56161,44078,12,1272,2.8857933663051862,March,Tuesday
655,Instagram,2025-08-13,Image,Travel,4638,171,189,61652,48949,10,4998,10.210627387689227,August,Wednesday
656,Instagram,2025-03-10,Text,Entertainment,2524,163,200,35484,24024,15,2887,12.017149517149516,March,Monday
657,Instagram,2025-10-26,Reel,Technology,4153,519,251,99614,85443,6,4923,5.761735894104842,October,Sunday
658,Instagram,2025-10-17,Video,Food,1481,77,132,21922,17622,9,1690,9.590284871183748,October,Friday
659,Facebook,2025-10-23,Video,Technology,1061,29,61,35028,20645,4,1151,5.575199806248486,October,Thursday
660,Facebook,2025-07-22,Video,Fashion,1709,63,96,21316,14766,0,1868,12.650684003792495,July,Tuesday
661,Instagram,2025-03-02,Reel,Fashion,1566,206,97,77996,67094,14,1869,2.785644021820133,March,Sunday
662,Twitter,2025-11-14,Video,Fitness,793,81,61,17968,10179,15,935,9.185578151095394,November,Friday
663,Facebook,2025-11-10,Text,Fitness,1015,53,98,31266,27717,14,1166,4.206804488220226,November,Monday
664,Instagram,2025-06-10,Video,Travel,6951,640,115,96745,76206,5,7706,10.112064666824134,June,Tuesday
665,Instagram,2025-11-27,Text,Entertainment,724,64,10,25000,19274,11,798,4.140292622185327,November,Thursday
666,Instagram,2025-01-16,Text,Technology,421,44,39,15011,9677,7,504,5.208225689779891,January,Thursday
667,Instagram,2025-12-04,Image,Fashion,170,8,9,3866,2462,6,187,7.595450852965069,December,Thursday
668,Instagram,2025-04-04,Text,Fitness,676,89,44,6898,6068,1,809,13.332234673698087,April,Friday
669,Instagram,2025-10-31,Image,Entertainment,522,31,27,19395,12691,11,580,4.570167835473958,October,Friday
670,Instagram,2025-05-18,Reel,Technology,1131,124,20,40019,32872,4,1275,3.878680944268679,May,Sunday
671,Instagram,2025-12-04,Video,Fitness,330,7,26,5006,3442,13,363,10.546194073213249,December,Thursday
672,Twitter,2025-02-07,Text,Fitness,1484,101,114,35393,21191,15,1699,8.017554622245292,February,Friday
673,Instagram,2025-05-07,Text,Fashion,736,48,28,11956,6620,10,812,12.265861027190333,May,Wednesday
674,Facebook,2025-10-02,Reel,Fashion,1310,118,49,51042,37796,3,1477,3.9078209334321095,October,Thursday
675,Instagram,2025-06-13,Reel,Fitness,7330,215,626,97199,86655,8,8171,9.429346258150135,June,Friday
676,Twitter,2025-11-15,Video,Food,208,25,3,7078,4807,9,236,4.9095069690035364,November,Saturday
677,Instagram,2025-03-18,Image,Fitness,737,35,65,30631,20676,15,837,4.048171793383633,March,Tuesday
678,Instagram,2025-06-23,Video,Entertainment,5725,618,189,96676,64814,0,6532,10.078069552874378,June,Monday
679,Twitter,2025-12-24,Image,Fitness,3713,461,235,63901,46787,11,4409,9.423557825891809,December,Wednesday
680,Twitter,2025-11-17,Reel,Travel,4740,441,446,70497,49646,15,5627,11.334246464972002,November,Monday
681,Twitter,2025-04-01,Video,Travel,4187,487,297,95813,82204,5,4971,6.047150990219454,April,Tuesday
682,Instagram,2025-08-26,Text,Travel,2005,212,94,42574,30948,2,2311,7.467364611606565,August,Tuesday
683,Instagram,2025-09-21,Reel,Food,1428,94,102,32417,23590,10,1624,6.884272997032641,September,Sunday
684,Facebook,2025-06-28,Reel,Food,6307,789,258,89020,53272,8,7354,13.804625319116983,June,Saturday
685,Twitter,2025-07-28,Image,Fitness,3724,217,130,84639,75663,4,4071,5.380436937472741,July,Monday
686,Facebook,2025-03-14,Text,Travel,2082,196,207,66006,42078,12,2485,5.905698940063691,March,Friday
687,Facebook,2025-04-17,Text,Food,3060,357,237,95881,55196,5,3654,6.620044930792086,April,Thursday
688,Instagram,2025-12-11,Video,Fashion,2419,167,164,40454,31639,10,2750,8.691804418597302,December,Thursday
689,Twitter,2025-10-22,Reel,Fitness,88,5,3,2587,1961,8,96,4.8954614992350844,October,Wednesday
690,Instagram,2025-10-11,Reel,Entertainment,4320,344,62,55710,38735,8,4726,12.200851942687493,October,Saturday
691,Instagram,2025-12-19,Image,Technology,2845,359,36,87567,61101,15,3240,5.302695536897923,December,Friday
692,Instagram,2025-07-01,Video,Fitness,8382,1180,501,92748,76495,7,10063,13.155108177005035,July,Tuesday
693,Facebook,2025-02-06,Video,Technology,1443,131,113,76886,47553,8,1687,3.547620549702437,February,Thursday
694,Instagram,2025-05-17,Image,Travel,1420,150,82,19816,16587,15,1652,9.959606921082775,May,Saturday
695,Instagram,2025-12-04,Video,Technology,7468,1026,639,86824,67467,3,9133,13.53698845361436,December,Thursday
696,Facebook,2025-02-25,Image,Travel,781,25,10,30432,21200,15,816,3.8490566037735845,February,Tuesday
697,Instagram,2025-07-06,Image,Fashion,4117,206,177,49617,35243,5,4500,12.768493034077688,July,Sunday
698,Facebook,2025-12-07,Image,Technology,3064,343,96,73373,46945,4,3503,7.461923527532218,December,Sunday
699,Instagram,2025-09-15,Text,Fitness,3281,416,164,35217,28639,4,3861,13.481615978211531,September,Monday
700,Facebook,2025-02-27,Video,Travel,1399,183,23,21884,15964,3,1605,10.053871210223003,February,Thursday
701,Facebook,2025-12-29,Text,Fitness,214,15,20,6454,4274,1,249,5.825924192793636,December,Monday
702,Instagram,2025-05-03,Video,Food,2237,70,67,75960,57624,11,2374,4.119811189782036,May,Saturday
703,Instagram,2025-07-07,Video,Travel,2019,155,187,44618,40089,5,2361,5.889396093691536,July,Monday
704,Instagram,2025-08-18,Video,Technology,1748,87,84,84948,59662,8,1919,3.216452683450102,August,Monday
705,Instagram,2025-06-17,Video,Travel,1909,110,188,63671,55536,11,2207,3.9739988475943533,June,Tuesday
706,Twitter,2025-04-24,Image,Fitness,983,118,58,48111,32270,0,1159,3.5915711186860864,April,Thursday
707,Instagram,2025-09-09,Reel,Fashion,1439,42,134,40613,23115,13,1615,6.986805104910232,September,Tuesday
708,Twitter,2025-04-17,Image,Travel,5363,684,56,86678,53869,6,6103,11.329335981733465,April,Thursday
709,Instagram,2025-02-06,Reel,Technology,1450,109,112,60993,42484,5,1671,3.9332454571132667,February,Thursday
710,Facebook,2025-12-01,Reel,Food,203,19,18,9848,6173,2,240,3.8878989146282197,December,Monday
711,Twitter,2025-04-02,Image,Entertainment,3696,116,83,79672,43825,0,3895,8.887621220764403,April,Wednesday
712,Facebook,2025-01-18,Image,Fashion,2320,148,43,67125,58415,12,2511,4.298553453736198,January,Saturday
713,Facebook,2025-12-20,Reel,Food,2199,69,106,87444,73921,3,2374,3.2115366404675263,December,Saturday
714,Instagram,2025-03-04,Video,Travel,1859,269,174,62602,50695,14,2302,4.540881743761712,March,Tuesday
715,Instagram,2025-05-30,Image,Fitness,4996,624,293,73045,44465,13,5913,13.298099628921623,May,Friday
716,Twitter,2025-05-19,Text,Fitness,2614,208,150,43222,25592,8,2972,11.613004063769928,May,Monday
717,Twitter,2025-07-05,Image,Technology,1596,78,36,50223,28811,14,1710,5.9352330707021625,July,Saturday
718,Twitter,2025-07-04,Reel,Fitness,4560,644,45,66333,53292,1,5249,9.849508368985964,July,Friday
719,Instagram,2025-07-24,Text,Fashion,3466,224,287,53732,47019,2,3977,8.45828282183798,July,Thursday
720,Facebook,2025-09-17,Image,Fitness,3098,126,55,50420,35328,1,3279,9.281589673913043,September,Wednesday
721,Twitter,2025-08-02,Image,Technology,3995,372,267,76504,45267,13,4634,10.23703801886584,August,Saturday
722,Instagram,2025-09-13,Image,Entertainment,209,29,19,3462,2524,1,257,10.182250396196514,September,Saturday
723,Instagram,2025-05-15,Video,Travel,327,6,9,10460,7030,9,342,4.864864864864865,May,Thursday
724,Facebook,2025-03-02,Image,Travel,167,8,11,10275,6999,10,186,2.6575225032147447,March,Sunday
725,Facebook,2025-12-29,Reel,Fitness,4790,680,81,95213,73072,10,5551,7.596617035252902,December,Monday
726,Twitter,2025-11-06,Image,Food,1247,52,80,14269,11437,7,1379,12.05735769869721,November,Thursday
727,Instagram,2025-03-29,Video,Travel,3032,105,75,66942,39409,2,3212,8.150422492324088,March,Saturday
728,Twitter,2025-11-20,Text,Entertainment,4292,403,327,73920,41576,6,5022,12.079084086973253,November,Thursday
729,Instagram,2025-07-26,Reel,Fitness,2520,332,93,23553,21150,7,2945,13.92434988179669,July,Saturday
730,Instagram,2025-05-09,Reel,Technology,582,47,30,25366,16017,2,659,4.1143784728725725,May,Friday
731,Instagram,2025-11-07,Video,Entertainment,2284,340,146,45036,25618,1,2770,10.812709813412443,November,Friday
732,Twitter,2025-01-03,Reel,Fitness,989,107,25,18369,11323,12,1121,9.900203126379935,January,Friday
733,Facebook,2025-08-30,Video,Entertainment,850,25,65,12795,7211,12,940,13.035639994452918,August,Saturday
734,Facebook,2025-05-01,Video,Travel,5785,862,215,71021,48800,7,6862,14.061475409836067,May,Thursday
735,Instagram,2025-04-12,Image,Technology,5094,371,354,69154,57455,2,5819,10.127926203115482,April,Saturday
736,Twitter,2025-02-07,Text,Fitness,924,53,22,31143,20848,6,999,4.791826554105909,February,Friday
737,Instagram,2025-12-07,Video,Fashion,2143,198,154,30425,21463,11,2495,11.624656385407445,December,Sunday
738,Twitter,2025-05-13,Image,Technology,2154,128,46,89209,70158,0,2328,3.318224578807834,May,Tuesday
739,Instagram,2025-07-21,Video,Fashion,5436,169,262,76139,55437,13,5867,10.583184515756624,July,Monday
740,Instagram,2025-12-14,Video,Entertainment,601,12,19,6368,5422,14,632,11.656215418664699,December,Sunday
741,Facebook,2025-01-21,Reel,Food,279,21,21,5621,4795,11,321,6.694473409801876,January,Tuesday
742,Instagram,2025-08-30,Reel,Technology,2750,354,92,59829,33113,5,3196,9.65179838734032,August,Saturday
743,Facebook,2025-04-19,Reel,Entertainment,3176,299,283,61294,50403,11,3758,7.455905402456203,April,Saturday
744,Facebook,2025-10-30,Image,Fashion,713,106,64,15719,11180,11,883,7.8980322003577825,October,Thursday
745,Instagram,2025-03-25,Video,Travel,1382,79,38,30227,27086,15,1499,5.534224322528243,March,Tuesday
746,Twitter,2025-03-24,Video,Travel,592,33,38,8566,6160,12,663,10.762987012987013,March,Monday
747,Instagram,2025-10-18,Image,Food,1353,55,24,13306,11914,8,1432,12.019472889038106,October,Saturday
748,Facebook,2025-03-10,Image,Technology,5091,210,230,54822,44630,11,5531,12.393009186645754,March,Monday
749,Twitter,2025-05-09,Reel,Technology,597,34,44,25042,15952,2,675,4.231444332998997,May,Friday
750,Facebook,2025-07-15,Image,Technology,1276,157,88,16086,11878,13,1521,12.805186058258966,July,Tuesday
751,Instagram,2025-05-20,Video,Entertainment,1546,212,102,18387,16497,6,1860,11.274777232224041,May,Tuesday
752,Twitter,2025-10-10,Image,Food,1079,158,38,28042,23839,12,1275,5.348378707160535,October,Friday
753,Facebook,2025-11-08,Image,Technology,1411,70,62,90424,52814,5,1543,2.9215738251221266,November,Saturday
754,Instagram,2025-08-22,Image,Entertainment,1963,264,37,52618,41948,7,2264,5.397158386573853,August,Friday
755,Instagram,2025-01-23,Text,Travel,6943,435,518,93050,62432,2,7896,12.647360328036905,January,Thursday
756,Twitter,2025-06-02,Reel,Fashion,889,30,49,19323,10674,2,968,9.068765223908564,June,Monday
757,Facebook,2025-10-04,Text,Entertainment,1210,161,89,19019,13146,3,1460,11.106039860033471,October,Saturday
758,Facebook,2025-03-02,Video,Travel,2208,226,71,76426,48313,2,2505,5.184939871256184,March,Sunday
759,Twitter,2025-11-15,Image,Travel,3219,133,126,41863,35022,8,3478,9.930900576780308,November,Saturday
760,Twitter,2025-02-21,Video,Fashion,171,12,6,11283,7537,15,189,2.507629030118084,February,Friday
761,Instagram,2025-12-10,Video,Travel,931,53,11,19279,16187,10,995,6.146908012602706,December,Wednesday
762,Instagram,2025-06-02,Reel,Food,2183,252,88,47999,26409,3,2523,9.553561285925252,June,Monday
763,Instagram,2025-08-25,Image,Fashion,1451,114,119,63780,41950,5,1684,4.014302741358761,August,Monday
764,Facebook,2025-11-07,Video,Travel,1551,230,140,23908,15167,7,1921,12.665655699874728,November,Friday
